company_name,uen_no,workhead,grade,additional_info,expiry_date,building_no,street_name,unit_no,building_name,postal_code,tel_no
AB ASSOCIATES PTE LTD,201331123W,CR06,L1,na,1/7/2018,25,BUKIT BATOK CRESCENT,#02-06,THE ELITIST,658066,66351123
AB ASSOCIATES PTE LTD,201331123W,CR09,L1,na,1/7/2018,25,BUKIT BATOK CRESCENT,#02-06,THE ELITIST,658066,66351123
AB ASSOCIATES PTE LTD,201331123W,CR13,L1,na,1/7/2018,25,BUKIT BATOK CRESCENT,#02-06,THE ELITIST,658066,66351123
ABB PTE. LTD.,197000334W,ME02,L3,na,1/2/2018,2,AYER RAJAH CRESCENT,na,AYER RAJAH COMPLEX,139935,67765711
ABB PTE. LTD.,197000334W,ME05,L5,na,1/2/2018,2,AYER RAJAH CRESCENT,na,AYER RAJAH COMPLEX,139935,67765711
ABB PTE. LTD.,197000334W,SY04,L6,na,1/2/2018,2,AYER RAJAH CRESCENT,na,AYER RAJAH COMPLEX,139935,67765711
ABB PTE. LTD.,197000334W,SY05,L6,na,1/2/2018,2,AYER RAJAH CRESCENT,na,AYER RAJAH COMPLEX,139935,67765711
ABB PTE. LTD.,197000334W,SY08,L3,na,1/2/2018,2,AYER RAJAH CRESCENT,na,AYER RAJAH COMPLEX,139935,67765711
ABEE ENGINEERING & CONSTRUCTION PTE. LTD.,201535746R,CR01,Single Grade,na,1/12/2018,303C,PUNGGOL CENTRAL,#09-798,CORALINUS,823303,86133146
ABEL SECURITY & COMMUNICATION PTE LTD,201432413H,ME04,L1,na,1/6/2019,967,HOUGANG AVENUE 9,#05-610,na,530967,98301243
ABELTEC INTERNATIONAL PTE LTD,198801013H,ME04,L1,na,1/5/2018,10,JALAN KUKOH,#01-57,na,162010,67385887
ABHI ENGINEERING PTE.LTD.,201604826W,CR01,Single Grade,na,1/3/2019,351,CLEMENTI AVENUE 2,#03-55,na,120351,91683485
ABI SERVICES (PTE.) LTD.,201316368W,ME12,L1,na,1/9/2019,68,SUNGEI KADUT LOOP,na,NUTZ CENTRE,729504,91630079
ABJ PTE LTD,200009785D,MW04,L4,na,1/10/2019,14,NEW INDUSTRIAL ROAD,#02-06,HUDSON INDUSTRIAL BUILDING,536203,62555333
ABK PTE. LTD.,197401086K,SY06,L1,na,1/11/2018,55,UBI  AVENUE 1,#05-08,UBI 55,408935,68979939
ABLE CONSTRUCTION PTE. LTD.,200804413R,CW01,C1,na,1/1/2020,25,MANDAI ESTATE,#04-01,INNOVATION PLACE TOWER 1,729930,67634996
ABLE CONSTRUCTION PTE. LTD.,200804413R,CW02,C2,na,1/1/2020,25,MANDAI ESTATE,#04-01,INNOVATION PLACE TOWER 1,729930,67634996
ABLE CONSTRUCTION PTE. LTD.,200804413R,CR06,L4,na,1/1/2020,25,MANDAI ESTATE,#04-01,INNOVATION PLACE TOWER 1,729930,67634996
ABLE PLUMBING CONSTRUCTION PTE LTD,199303362E,ME12,L4,na,1/11/2017,9010,Tampines Street 93,#02-107,Tampines Industrial Park A,528844,67852893
ABLE RESOURCES ENGINEERING PTE LTD,200103058C,ME11,L1,na,1/6/2019,108,WOODLANDS INDUSTRIAL PARK E3,na,na,757841,63680931
ABLEREX ELECTRONICS (S) PTE. LTD.,200203197Z,SY04,L5,na,1/9/2017,23,NEW INDUSTRIAL ROAD,#05-03,SOLSTICE BUSINESS CENTER,536209,62826535
ABM CONSTRUCTION PTE. LTD.,200720423R,CW01,C3,na,1/6/2019,18,BOON LAY WAY,#04-93,TRADEHUB 21,609966,67629598
ABM-CENTURY PTE. LTD.,200818631M,MW02,L1,na,1/6/2019,3021,UBI AVENUE 2,#03-181,na,408897,67472292
ABRAHAM INTERNATIONAL PROCESS ENGINEERING CORP.PTE.LTD.,201025661R,ME11,L4,na,1/6/2017,3,SOON LEE STREET,#04-19,PIONEER JUNCTION,627606,66844345
ABRAMTLE INTERNATIONAL PTE LTD,200406508K,CR06,L1,na,1/1/2019,9,TAGORE LANE,#04-31,9@TAGORE,787472,64527289
ABS (S) ENGINEERING PTE. LTD,201603223C,ME01,L1,na,1/5/2019,124,GEYLANG EAST AVENUE 1,#17-33,na,380124,91886043
ABS CONSULTANCY & SERVICES PTE LTD,201412934C,ME02,L1,na,1/12/2017,361,JALAN BESAR,#02-02A,na,208993,63415861
ABS EDGING,53023128W,CR18,Single Grade,na,1/7/2017,29,SUNGEI KADUT STREET 4,#BLK-1,SUNGEI KADUT INDUSTRIAL ESTATE ,729054,63689071
ABSOLUT OUTDOORS PTE LTD,201105804H,CR01,Single Grade,na,1/4/2019,81,UBI AVENUE 4,#05-19,UB.ONE,408830,67498087
ABSOLUTE AV PTE LTD,201224086Z,ME04,L1,na,1/10/2017,315,OUTRAM ROAD,#04-01,TAN BOON LIAT BUILDING,169074,62225522
ABSOLUTE CONSTRUCTION & ENGINEERING PTE. LTD.,201013764M,CR16,L1,na,1/7/2019,7030,ANG MO KIO AVENUE 4,#08-81,NORTHSTAR@AMK,569880,63920357
ABSOLUTE GRANITE (S) (PTE.) LTD.,200804701E,CR06,L1,na,1/12/2017,20,WOODLANDS LINK,#03-13,na,738733,97291954
ABSOLUTE INSTRUMENT SYSTEMS (PTE.) LTD.,200707241H,SY05,L1,na,1/9/2017,11,Kallang Place ,#06-03,na,339155,62968012
ABSOLUTE MAINTENANCE SERVICES PTE. LTD.,200304458D,MW02,L5,na,1/11/2017,7,GAMBAS CRESCENT,#02-09,ARK@GAMBAS,757087,67420308
ABSOLUTE ROPE ACCESS PTE. LTD.,201618113N,CR09,L1,na,1/12/2019,16A,ENTERPRISE RD,na,ENTERPRISE 10,627650,63336390
ABSOLUTE ROPE ACCESS PTE. LTD.,201618113N,CR11,L1,na,1/12/2019,16A,ENTERPRISE RD,na,ENTERPRISE 10,627650,63336390
ABSOLUTE ROPE ACCESS PTE. LTD.,201618113N,CR13,L1,na,1/12/2019,16A,ENTERPRISE RD,na,ENTERPRISE 10,627650,63336390
ABT ENGINEERING & CONSTRUCTION PTE. LTD.,201202727G,ME01,L1,na,1/4/2018,1015,GEYLANG EAST AVENUE 3,#03-107,na,389730,91736462
ABTRIC SYSTEMS PTE LTD,198402861H,ME04,L1,na,1/8/2017,10,JALAN BESAR,#02-37,SIM LIM TOWER,208787,62999010
ABV SYSTEMS PTE LTD,199003336Z,CW01,C3,na,1/10/2018,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV SYSTEMS PTE LTD,199003336Z,CR05,L3,na,1/10/2018,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV SYSTEMS PTE LTD,199003336Z,CR08,L4,na,1/10/2018,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV SYSTEMS PTE LTD,199003336Z,CR12,L1,na,1/10/2018,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV TECHNOLOGY PTE LTD,198400046H,CR15,Single Grade,na,1/11/2017,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABV TECHNOLOGY PTE LTD,198400046H,CR01,Single Grade,na,1/11/2017,29,CHANGI SOUTH AVENUE 2,#02-00,ABV INDUSTRIAL BUILDING,486444,65456288
ABWIN CONSTRUCTION PTE LTD,201419457C,CR06,L1,na,1/8/2018,116,LAVENDER STREET,#04-13,PEK CHUAN BUILDING,338730,62963277
AC & W ENGINEERING PTE. LTD.,200718124R,ME01,L1,na,1/10/2019,7030,ANG MO KIO AVENUE 5,#08-22,NORTHSTAR,569880,66595308
AC CITY PTE. LTD.,201021265R,CR01,Single Grade,na,1/1/2020,149,GEYLANG ROAD,#02-05,na,389233,68440095
AC CONTRACT SERVICES PTE. LTD.,200703871H,CR01,Single Grade,na,1/9/2019,71,TUAS VIEW PLACE,#05-17,WESTLINK TWO,637434,67105007
ACA CABINS SPECIALIST PTE. LTD.,201535734C,CR06,L1,na,1/2/2019,5,SOON LEE STREET,#05-48,PIONEER POINT,627607,63666309
ACA ENGRG PTE. LTD.,199607863E,CW01,C3,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,CW02,C3,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,CR06,L2,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME01,L4,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME05,L2,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME06,L1,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME07,L1,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME11,L2,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACA ENGRG PTE. LTD.,199607863E,ME12,L1,na,1/10/2018,27,MANDAI ESTATE,#07-07,INNOVATION PLACE TOWER 2,729931,64661348
ACACIA BUILDING PRODUCTS PTE LTD,199104774G,ME12,L1,na,1/4/2017,505,BEDOK NORTH AVENUE 3,#25-319,na,460505,68442232
ACACIA ENGINEERING PTE LTD,199002694C,CW02,C1,na,1/3/2019,51,UBI AVENUE 1,#03-28,PAYA UBI INDUSTRIAL PARK,408933,64530500
ACACIA ENGINEERING PTE LTD,199002694C,CR07,L1,na,1/3/2019,51,UBI AVENUE 1,#03-28,PAYA UBI INDUSTRIAL PARK,408933,64530500
ACACIA ENGINEERING PTE LTD,199002694C,ME12,L2,na,1/3/2019,51,UBI AVENUE 1,#03-28,PAYA UBI INDUSTRIAL PARK,408933,64530500
ACCELSIUS PTE LTD,199707337C,ME01,L3,na,1/4/2017,9006,TAMPINES STREET 93,#02-204,TAMPINES INDUSTRIAL PARK A,528840,67893608
ACCENOVATE ENGINEERING PTE. LTD.,200606763H,CR01,Single Grade,na,1/11/2018,750,CHAI CHEE ROAD,#03-10,VIVA BUSINESS PARK,469000,63639982
ACCENT CONSTRUCTION PTE LTD,200907954D,CW01,C3,na,1/2/2017,10,JALAN BESAR,#12-09,SIM LIM TOWER,208787,62911103
ACCENT CONSTRUCTION PTE LTD,200907954D,CW02,C3,na,1/2/2017,10,JALAN BESAR,#12-09,SIM LIM TOWER,208787,62911103
ACCENT ENGINEERING PTE LTD,199104596E,ME01,L5,na,1/4/2017,76,PLAYFAIR ROAD,#06-04,LHK 2 BUILDING,367996,62817227
ACCENTURY PTE. LTD.,200806463M,SY05,L4,na,1/7/2019,3012,BEDOK INDUSTRIAL PARK E,#02-2040,na,489978,62476366
ACCEPT GENERAL CONTRACTOR,45905700J,RW01,Single Grade,na,1/2/2018,313D,ANCHORVALE ROAD,#10-138,na,544313,63155260
ACCESS BUILDERS PTE. LTD.,201434254N,RW02,Single Grade,na,1/10/2019,31,WOODLANDS CLOSE,#04-35D,WOODLANDS HORIZON,737855,87154008
ACCESS SAFETY TECHNOLOGIES PTE LTD,200717116H,ME11,L1,na,1/8/2017,204,TUAS SOUTH AVENUE 2,na,WEST POINT BIZHUB,637207,67485535
ACCESS SYSTEMS TECHNOLOGY PTE LTD,198300096H,SY08,L3,na,1/7/2019,8,TUAS SOUTH STREET 12,na,na,637088,67778884
ACCESSTECH ENGINEERING PTE LTD,199802637G,CR06,L2,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCESSTECH ENGINEERING PTE LTD,199802637G,ME01,L5,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCESSTECH ENGINEERING PTE LTD,199802637G,ME02,L2,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCESSTECH ENGINEERING PTE LTD,199802637G,ME04,L1,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCESSTECH ENGINEERING PTE LTD,199802637G,ME06,L1,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCESSTECH ENGINEERING PTE LTD,199802637G,ME11,L4,na,1/1/2018,15,CHANGI NORTH STREET 1,#01-21,I-LOFTS @ CHANGI,498765,62704883
ACCG SOLUTIONS PTE. LTD.,201508664Z,ME01,L1,na,1/8/2018,7,TOA PAYOH INDUSTRIAL PARK,#01-1263,na,319059,63038882
ACCIONA INFRAESTRUCTURAS S.A.,T16FC0009H,CW02,B1,na,1/7/2020,7,TEMASEK BOULEVARD,#43-2A,SUNTEC TOWER ONE,38987,65130321
ACCISE ENGINEERING PTE. LTD.,201214824Z,ME12,L3,na,1/7/2018,1,SOON LEE STREET,#05-68,PIONEER CENTRE,627605,67433989
ACCLAIM SYSTEMS PTE. LTD.,199202237G,ME06,L1,na,1/6/2018,171,KAKI BUKIT AVENUE 1,na,SHUN LI INDUSTRIAL PARK ,416020,62990798
ACCON ENGINEERING PTE LTD,199500794C,ME01,L5,na,1/11/2018,76,PLAYFAIR ROAD,#08-03,LHK 2 BUILDING,367996,63828228
ACCON ENGINEERING PTE LTD,199500794C,ME05,L4,na,1/11/2018,76,PLAYFAIR ROAD,#08-03,LHK 2 BUILDING,367996,63828228
ACCON ENGINEERING PTE LTD,199500794C,ME06,L4,na,1/11/2018,76,PLAYFAIR ROAD,#08-03,LHK 2 BUILDING,367996,63828228
ACCON ENGINEERING PTE LTD,199500794C,ME15,L5,na,1/11/2018,76,PLAYFAIR ROAD,#08-03,LHK 2 BUILDING,367996,63828228
ACCORD CONSTRUCTION,46529100K,CR01,Single Grade,na,1/3/2019,62D,LORONG 20 GEYLANG,na,na,398765,96282288
ACE CORE ENGINEERING PTE LTD,201408583R,ME11,L1,na,1/5/2017,5,SOON LEE STREET,#04-61,PIONEER POINT,627607,66986978
ACE ENGINEERING SOLUTIONS PTE. LTD.,200411937M,ME05,L1,na,1/1/2018,1015,GEYLANG EAST AVENUE 3,#02-101,na,389730,68418332
ACE EQUIPMENT (1985) PTE LTD,197702298C,SY05,L1,na,1/3/2019,48-A,CHANGI SOUTH STREET 1,na,na,486114,65893188
ACE EQUIPMENT (1985) PTE LTD,197702298C,SY08,L2,na,1/3/2019,48-A,CHANGI SOUTH STREET 1,na,na,486114,65893188
ACE GENERAL SERVICES,53178769M,CR01,Single Grade,na,1/3/2018,2,TUAS SOUTH AVENEUE 2,#03-11A,na,637601,98508631
ACE INFRASTRUCTURE PTE. LTD,201428375M,ME04,L1,na,1/11/2017,12,TANNERY ROAD,#08-02,HB CENTRE 1,347722,68413863
ACE LAND SURVEY,53078203X,CR01,Single Grade,na,1/9/2018,2,KALLANG PUDDING ROAD,#05-02,MACTECH  BUILDING,349307,67442380
ACE MAINTENANCE PTE LTD,200700530N,MW02,L1,na,1/8/2019,18,NEW  INDUSTRIAL ROAD,#04-15,na,536205,62805176
ACE OF SIGN ADVERTISING PTE. LTD.,200103581R,CR11,L1,na,1/1/2020,9003,TAMPINES STREET 93,#02-138,na,528837,67862388
ACE PEST CONTROL PTE LTD,199106302K,MW04,L1,na,1/7/2017,53,Ubi Ave 1,#03-21,Paya Ubi Industrial Park,408934,63456077
ACE WATER PTE. LTD.,201018971D,ME02,L1,na,1/5/2017,3,Cleantech Loop,#04-02,Cleantech Two,637143,65626128
ACE WATER PTE. LTD.,201018971D,ME11,L5,na,1/5/2017,3,Cleantech Loop,#04-02,Cleantech Two,637143,65626128
ACECON ENGINEERING PTE. LTD.,199802474R,CW01,C3,na,1/1/2018,31,TOH GUAN ROAD EAST,#01-04,LW TECHNOCENTRE,608608,62610020
ACECON ENGINEERING PTE. LTD.,199802474R,ME12,L1,na,1/1/2018,31,TOH GUAN ROAD EAST,#01-04,LW TECHNOCENTRE,608608,62610020
ACELECT ENGINEERING & CONSTRUCTION PTE LTD,201322891E,ME05,L1,na,1/8/2019,3,SOON LEE STREET,#06-36,PIONEER JUNCTION,627606,96356302
ACEMECH SERVICES PTE. LTD.,200903646D,ME06,L1,na,1/6/2018,1,BUKIT BATOK CRESCENT,#06-08,WCEGA PLAZA,658064,67958588
ACEPROJECT CONSTRUCTION PTE. LTD.,200708332W,CW01,C1,na,1/6/2019,143,UBI AVENUE 4,na,HENSON WAREHOUSE,408775,62824161
ACEPROJECT CONSTRUCTION PTE. LTD.,200708332W,CR06,L4,na,1/6/2019,143,UBI AVENUE 4,na,HENSON WAREHOUSE,408775,62824161
ACEPROJECT CONSTRUCTION PTE. LTD.,200708332W,CR09,L1,na,1/6/2019,143,UBI AVENUE 4,na,HENSON WAREHOUSE,408775,62824161
ACES SYSTEM DEVELOPMENT PTE LTD,198903372N,CW01,C1,na,1/7/2018,10,KAKI BUKIT ROAD 1,#03-35,KB INDUSTRIAL BUILDING,416175,67491733
ACESIAN PARTNERS LIMITED,199505699D,ME01,L2,na,1/4/2018,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67575310
ACESIAN STAR (S) PTE LTD,199801450K,ME01,L6,na,1/8/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACESIAN STAR (S) PTE LTD,199801450K,ME05,L4,na,1/8/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACESIAN STAR (S) PTE LTD,199801450K,ME11,L3,na,1/8/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACESIAN STAR (S) PTE LTD,199801450K,ME15,L6,na,1/8/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACESIAN STAR (S) PTE LTD,199801450K,CR01,Single Grade,na,1/8/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67465188
ACESIAN SUN PTE LTD,201626957K,ME01,L1,na,1/11/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67575310
ACESIAN SYSTEMS PTE LTD,201626956Z,ME04,L1,na,1/11/2019,33,MACTAGGART ROAD,#04-00,LEE KAY HUAN BUILDING,368082,67575310
ACG INTERIOR AND EXHIBITION PTE. LTD.,201204977M,CR06,L1,na,1/6/2019,621,ALJUNIED ROAD,#04-05,LIPO BUILDING,389834,67430779
ACHIEVER COMMUNICATIONS PTE LTD,201406457N,ME04,L1,na,1/6/2017,190,WOODLANDS INDUSTRIAL PARK E5,#04-13,WOODLANDS BIZHUB,757516,66591952
ACIS AIR-CONDITIONING CENTRE,52931531M,ME01,L1,na,1/10/2017,1,DEFU LANE 10,#03-571,na,539182,67829929
ACL BUILDING PROJECT PTE. LTD.,198901539R,CR01,Single Grade,na,1/5/2018,7,GAMBAS CRESENT,#07-13,ARK@GAMBAS,757087,68481328
ACL CONSTRUCTION (S) PTE LTD,200105356R,CW01,C1,na,1/7/2017,3,TUAS DRIVE 1,na,na,638670,68970322
ACL CONSTRUCTION (S) PTE LTD,200105356R,SY10,L5,na,1/7/2017,3,TUAS DRIVE 1,na,na,638670,68970322
ACL DORMITORY SERVICES PTE. LTD.,200501268E,CR01,Single Grade,na,1/8/2018,7,GAMBAS CRESENT,#07-13,ARK@GAMBAS,757087,68481328
ACL ENGINEERING & CONSTRUCTION PTE. LTD.,200415869D,CR01,Single Grade,na,1/8/2019,7,GAMBAS CRESENT,#07-13,ARK@GAMBAS,757087,68481328
ACL TUNNELING PTE. LTD.,201324423M,CR01,Single Grade,na,1/3/2017,7,GAMBAS CRESENT,#07-13,ARK@GAMBAS,757087,68481328
ACLM ENGINEERING & CONSTRUCTION PTE LTD,199100505N,CW01,C1,na,1/7/2018,20,SENOKO CRESCENT,na,na,758274,67549489
ACM CONTRACTING PTE. LTD.,201015903G,ME06,L4,na,1/3/2019,7030,ANG MO KIO AVENUE 5,#03-42,NORTHSTAR@AMK,569880,67475423
ACM INDUSTRIES PTE. LTD.,201004743N,CR16,L1,na,1/4/2017,6,TUAS LOOP,na,TUAS CONNECTION,637343,66863595
ACMA ENGINEERS PRIVATE LIMITED,196800457N,ME01,L3,na,1/1/2017,17,JURONG PORT ROAD,na,na,619092,62687228
ACMA ENGINEERS PRIVATE LIMITED,196800457N,SY04,L5,na,1/1/2017,17,JURONG PORT ROAD,na,na,619092,62687228
ACMA ENGINEERS PRIVATE LIMITED,196800457N,SY05,L3,na,1/1/2017,17,JURONG PORT ROAD,na,na,619092,62687228
ACMA ENGINEERS PRIVATE LIMITED,196800457N,SY11,L3,na,1/1/2017,17,JURONG PORT ROAD,na,na,619092,62687228
ACME ASSOCIATES PTE. LTD.,200600441Z,CR06,L3,na,1/10/2019,2,KAKI BUKIT AVENUE 1,#06-02,na,417938,67493259
ACME ASSOCIATES PTE. LTD.,200600441Z,ME01,L5,na,1/10/2019,2,KAKI BUKIT AVENUE 1,#06-02,na,417938,67493259
ACME ASSOCIATES PTE. LTD.,200600441Z,ME05,L6,na,1/10/2019,2,KAKI BUKIT AVENUE 1,#06-02,na,417938,67493259
ACME ASSOCIATES PTE. LTD.,200600441Z,ME06,L4,na,1/10/2019,2,KAKI BUKIT AVENUE 1,#06-02,na,417938,67493259
ACME CHEMICALS (FAR EAST) PTE LTD,198003850G,SY02,L4,na,1/2/2017,165,BUKIT MERAH CENTRAL,#05-3675,na,150165,62726888
ACME INC. INDUSTRIES PTE. LTD.,200203249M,RW01,Single Grade,na,1/6/2018,21,TUAS WEST  AVENUE,na,na,638435,63651633
ACME ONE PTE. LTD.,201003825H,ME01,L1,na,1/5/2017,1015,GEYLANG EAST AVENUE 3,#04-141,na,389730,67416168
ACMECA ENGINEERING WORKS,33850600D,RW01,Single Grade,na,1/12/2019,22,WOODLANDS LINK,#04-20,WOODLANDS EAST INDUSTRIAL ESTATE,738734,62533832
ACMES AIRCON & ELECTRICAL ENGINEERING PTE. LTD.,200005698H,ME01,L1,na,1/9/2019,5,PENJURU CLOSE,#02-00,na,608600,66356073
ACMES-KINGS CORPORATION PTE LTD,197702588M,ME12,L2,na,1/12/2017,1,UPPER ALJUNIED LINK,#06-03,na,367901,63457395
ACMV PTE LTD,199300276W,ME01,L1,na,1/2/2018,59Q,TUAS SOUTH AVENUE 1,na,na,637416,67733009
ACOAT PTE LTD,199803810K,CR01,Single Grade,na,1/4/2017,10,DEFU LANE 10,#01-476,na,539191,64870881
ACOLITE CONSTRUCTION (S) PTE LTD,198401013N,CW01,C3,na,1/12/2017,37,GEYLANG LORONG 23,#05-03,YU LI INDUSTRIAL BUILDING,388371,67472322
ACOLITE CONSTRUCTION (S) PTE LTD,198401013N,CR05,L1,na,1/12/2017,37,GEYLANG LORONG 23,#05-03,YU LI INDUSTRIAL BUILDING,388371,67472322
ACOLITE CONSTRUCTION (S) PTE LTD,198401013N,CR13,L1,na,1/12/2017,37,GEYLANG LORONG 23,#05-03,YU LI INDUSTRIAL BUILDING,388371,67472322
ACOM ASIAN RESOURCES PTE. LTD.,201401958R,ME04,L3,na,1/9/2017,240,MACHPHERSON ROAD,#04-05,PINES INDUSTRIAL BUILDING,348574,64256366
ACOMEC PTE LTD,198900579K,ME01,L1,na,1/1/2017,1,KAKI BUKIT AVENUE 3,#05-11 ,na,416087,67423636
ACOMEC PTE LTD,198900579K,ME05,L1,na,1/1/2017,1,KAKI BUKIT AVENUE 3,#05-11 ,na,416087,67423636
ACOMEC PTE LTD,198900579K,ME06,L1,na,1/1/2017,1,KAKI BUKIT AVENUE 3,#05-11 ,na,416087,67423636
ACOP INDUSTRIES PTE. LTD.,200617886R,ME05,L1,na,1/3/2019,15,BUKIT BATOK STREET 22,#06-00,PROPELL BUILDING,659586,62822822
ACOUSTI-TEQ ASIA PTE LTD,200911216M,CR06,L1,na,1/7/2017,31,BUKIT BATOK CRESCENT,#01-14,THE SPLENDOUR,658070,66944421
ACOUSTIC & LIGHTING SYSTEM PTE LTD,200311031M,SY05,L1,na,1/11/2017,52,UBI AVENUE 3,#03-40,FRONTIER,408867,64230682
ACOUSTICS AVENUE PRIVATE LIMITED,200503842N,ME04,L1,na,1/10/2018,1042,EUNOS AVENUE 5,#01-89,na,409745,67439245
ACP BUILDING SERVICES PTE LTD,199507073W,CW01,C3,na,1/9/2017,63,Hillview Avenue,#07-03,Lam Soon Industrial Building,669569,67695190
ACP BUILDING SERVICES PTE LTD,199507073W,CR13,L4,na,1/9/2017,63,Hillview Avenue,#07-03,Lam Soon Industrial Building,669569,67695190
ACP CONSTRUCTION PTE LTD,199302505N,CW01,B1,na,1/1/2018,19,TANGLIN ROAD,#12-01,TANGLIN SHOPPING CENTRE,247909,67357865
ACP CONSTRUCTION PTE LTD,199302505N,ME01,L5,na,1/1/2018,19,TANGLIN ROAD,#12-01,TANGLIN SHOPPING CENTRE,247909,67357865
ACP CONSTRUCTION PTE LTD,199302505N,ME02,L1,na,1/1/2018,19,TANGLIN ROAD,#12-01,TANGLIN SHOPPING CENTRE,247909,67357865
ACP CONSTRUCTION PTE LTD,199302505N,SY05,L1,na,1/1/2018,19,TANGLIN ROAD,#12-01,TANGLIN SHOPPING CENTRE,247909,67357865
ACRE ENGINEERING PTE LTD,198400649H,ME01,L3,na,1/12/2017,104,TAGORE LANE,na,na,787542,64563111
ACRE ENGINEERING PTE LTD,198400649H,SY05,L2,na,1/12/2017,104,TAGORE LANE,na,na,787542,64563111
ACRE ENGINEERING PTE LTD,198400649H,SY08,L2,na,1/12/2017,104,TAGORE LANE,na,na,787542,64563111
ACREATION GROUP PTE. LTD.,201309554C,CR11,L1,na,1/4/2017,6,UBI VIEW,#04-01,KAI LIM BUILDING,408544,67471962
ACRES WORKS AND ENGINEERING PTE. LTD.,200404729D,ME11,L1,na,1/10/2018,355,WOODLANDS AVENUE 1,#06-701,na,730355,91761076
ACROMEC ENGINEERS PTE LTD,198103784W,CW01,C1,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACROMEC ENGINEERS PTE LTD,198103784W,CR06,L4,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACROMEC ENGINEERS PTE LTD,198103784W,ME01,L6,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACROMEC ENGINEERS PTE LTD,198103784W,ME05,L4,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACROMEC ENGINEERS PTE LTD,198103784W,ME06,L2,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACROMEC ENGINEERS PTE LTD,198103784W,ME15,L6,na,1/11/2017,4,KAKI BUKIT AVENUE 1,#06-03,na,417939,67431300
ACS TRADING & INVESTMENT PTE. LTD.,201117412M,TR07,Single Grade,na,1/2/2019,52,HUME AVENUE,#10-05,SUMMERHILL,596230,91126311
ACSIL INDUSTRIES PTE LTD,200503161G,SY02,L3,na,1/11/2017,13,LORONG 8 TOA PAYOH,#07-01,BRADDELL TECH ,319261,62586338
ACTEEF CLEANING SPECIALISTS PTE LTD,198601692Z,MW02,L4,na,1/3/2018,50,GENTING LANE,#04-01,CIDECO INDUSTRIAL COMPLEX,349558,67477778
